timestamp,open,high,low,close,volume,kdj_k,kdj_d,kdj_j,rsi,wr,kdj_golden_cross,kdj_death_cross,rsi_cross_up_oversold,rsi_cross_down_overbought,wr_cross_up_oversold,wr_cross_down_overbought,buy_score,sell_score,triple_sword_decision,equity
2022-01-01 14:00:00,98.76085772896691,99.04288374727385,98.29120077380931,98.07891274997179,1000.0,46.73962350426453,51.17082072503788,37.87722906271783,38.78274144403272,-66.89694120920267,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 15:00:00,99.24089066429022,99.69679712902028,98.12456137120758,99.52507002815501,1000.0,55.61551754705063,52.65238633237547,61.54177997640096,52.57633838035747,-30.957826218479475,True,False,False,False,False,False,1,0,HOLD,100000.0
2022-01-01 16:00:00,97.7128877048151,98.82094037162823,96.68277443055474,97.81794101881931,1000.0,48.18135219724542,51.16204162066546,42.219973350405326,40.86952400801302,-68.29444498725134,False,True,False,False,False,False,0,1,HOLD,100000.0
2022-01-01 17:00:00,97.35776106589392,97.76370111458179,96.21673304651276,98.06879955389046,1000.0,49.13960783071933,50.48789702401675,46.44302944412446,42.88216966316241,-55.40629157003027,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 18:00:00,95.3550447084921,95.78026788298345,95.25087288927922,95.82540379720606,1000.0,36.9290138448351,45.968269297622875,18.850502939259542,32.295494649891594,-88.7766360026891,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 19:00:00,94.59729555198335,95.34772846654751,93.27422066400733,94.60595631533707,1000.0,31.375967849174884,41.10416881480688,11.919565917910887,28.21752786793961,-81.23182954314426,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 20:00:00,92.35142110129846,93.6190303600882,91.18639636356659,92.55226975426379,1000.0,26.176022023479533,36.12811988436444,6.271826301709723,22.959529269296112,-85.1269370964355,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 21:00:00,92.37287192305789,92.76982620832305,92.10455826849498,92.33838469797648,1000.0,21.96276159118507,31.406333786637987,3.0756172002792397,22.489513394321932,-87.06205915552846,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 22:00:00,90.86050744737784,92.00792693036045,90.64675306651363,91.27877842964583,1000.0,16.969731616780496,26.59413306335216,-2.279071276362828,20.275087993007276,-93.12828529541383,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-01 23:00:00,90.7246928914237,91.46644083663904,90.84384751561377,91.68780116835494,1000.0,15.147567056587848,22.778611061097394,-0.11452095243124205,23.410106287710803,-88.68117330900832,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 00:00:00,91.86792649036394,92.17153130102501,90.75870631843219,91.22125662329609,1000.0,12.441133084142272,19.33278506877902,-1.3421708851312246,22.33142578205812,-93.7536928590739,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 01:00:00,90.92530317845765,92.25769549158191,91.0075225235187,91.54546605450714,1000.0,12.503350810590804,17.056306982716283,3.3974384663398496,24.92040507608438,-90.22871610058175,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 02:00:00,89.13345846012851,89.31658001065138,88.0073734222722,89.91022896206158,1000.0,16.49578581205823,16.869466592496934,15.748424251180822,21.100029382836254,-83.72156243518745,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 03:00:00,88.52116228727273,88.94060203958408,87.77156873691341,88.31722516615835,1000.0,13.397951387312837,15.71229485743557,8.769264447067371,18.17664765101827,-95.42435237880974,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 04:00:00,87.67218685510973,89.28796962085066,87.31744558708107,88.2323828652738,1000.0,13.771688133544153,15.065425949471765,11.184212501688929,18.033343413607113,-92.60916635986077,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 05:00:00,88.10003659135087,89.40376619970269,87.63405483963469,88.20092124415773,1000.0,14.58228697269375,14.904379623879093,13.93810167032306,17.976744300362355,-92.31993690940386,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 06:00:00,86.77213319591041,87.29364048446611,85.91695631829523,86.39834776223609,1000.0,12.252204593838252,14.020321280532148,8.715971220450463,15.060244444200492,-95.93650870159924,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 07:00:00,86.20173295908309,87.61923481667684,86.08514270683185,87.0055747468359,1000.0,13.891015063450798,13.9772192081717,13.718606774008997,19.781610008199692,-88.9629520328847,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 08:00:00,85.10867280356815,85.79354208401043,84.49160473407107,85.60588726524384,1000.0,14.04335981155264,13.999266075965348,14.131547282727226,17.383065961364082,-89.73590796649313,True,False,False,False,False,False,1,0,HOLD,100000.0
2022-01-02 09:00:00,85.09870213045669,86.26027840229428,83.67417283431153,84.92251489875383,1000.0,14.210063292511453,14.069531814814052,14.491126247906259,16.341269510355872,-87.44736099831852,False,False,False,False,False,False,0,0,HOLD,100000.0
2022-01-02 10:00:00,85.79776032124498,86.27686922332634,84.78280796359284,86.63149618983704,1000.0,26.678339109112226,18.27246757958011,43.49008216817646,27.96774509961672,-67.48641099302122,False,False,True,False,True,False,2,0,BUY,99950.00000000001
2022-01-02 11:00:00,85.27030403854616,85.57099520628812,84.92019769570994,86.11970350395812,1000.0,32.01304184498861,22.85265900138294,50.33380753219994,26.767986242847442,-71.50900897808916,False,False,False,False,False,False,0,0,HOLD,99359.5256205491
2022-01-02 12:00:00,84.94130271999916,85.49392686644087,83.68889563287557,84.75808773392578,1000.0,27.64797220189538,24.451096734887088,34.041723135911965,23.83808454974877,-87.3721437818289,False,False,False,False,False,False,0,0,HOLD,97788.57853778709
2022-01-02 13:00:00,86.15002739959077,87.51599451232765,85.12028657812779,86.44971937336592,1000.0,34.5794132433375,27.827202237703894,48.08383525460471,33.566857242894,-67.66424870209369,False,False,False,False,True,False,1,0,HOLD,99740.27728245078
2022-01-02 14:00:00,85.17383517637519,85.9755284248973,84.99304882812667,85.72383371042093,1000.0,40.37130864393069,32.0085710397795,57.096783852233074,31.695873450087603,-76.12098251557238,False,False,False,False,False,False,0,0,HOLD,98902.79582129298
2022-01-02 15:00:00,85.38198687678229,86.34000277094592,84.68480244270036,85.55243053278757,1000.0,42.784321423430306,35.60048783432977,57.15198860163139,31.252892655392955,-67.21830715210262,False,False,False,False,False,False,0,0,HOLD,98705.04155918358
2022-01-02 16:00:00,85.76579604739726,87.0199455433322,84.70841555500569,85.72504922061019,1000.0,46.317185822899944,39.172720497186496,60.60611647432684,32.27938727624442,-64.20555080423857,False,False,False,False,False,False,0,0,HOLD,98904.19820089808
2022-01-02 17:00:00,85.64486863012415,87.05693450223296,84.80196196819966,85.61822436403959,1000.0,47.745569351465065,42.03033678194602,59.176034490503156,31.96133656441532,-66.06999125852732,False,False,False,False,False,False,0,0,HOLD,98780.95036513597
2022-01-02 18:00:00,84.24893958350728,84.59107343842808,83.9846418178064,85.06829693260728,1000.0,43.84471334178753,42.63512896855986,46.26388208824288,30.305887419886744,-75.6680097628434,False,False,False,False,False,False,0,0,HOLD,98146.47850225584
2022-01-02 19:00:00,84.10325730901211,85.36758160448075,84.06697390374418,84.7845832592132,1000.0,38.77304831120561,41.347768749441784,33.62360743473327,29.458160258338566,-71.8531564303607,False,True,False,False,False,False,0,1,HOLD,97819.14741710872
2022-01-02 20:00:00,85.99380051466436,86.86857387676574,85.31772422820322,86.06555924197897,1000.0,46.54900550295062,43.08151433394473,53.4839878409624,37.90391929107545,-39.38279250472867,True,False,False,False,False,False,1,0,HOLD,99297.05735874099
2022-01-02 21:00:00,84.5475808538207,85.49295573792475,83.21630790344899,84.9093723342166,1000.0,44.15815741360285,43.44039536049744,45.59368151981367,33.95264433377926,-60.62353876509268,False,False,False,False,False,False,0,0,HOLD,97963.1212441249
2022-01-02 22:00:00,85.19564155982044,85.86925838074025,84.58656366972261,85.65861695227814,1000.0,50.635912110416584,45.83890094380382,60.229934443642094,38.431739453184235,-43.197975317878125,False,False,False,False,False,False,0,0,HOLD,98827.55280618808
2022-01-02 23:00:00,85.1406112330882,86.00741141963981,85.29425553161204,85.63345666931939,1000.0,54.736045640454265,48.804615842687305,66.59890523598817,38.337715684327385,-43.78314082521525,False,False,False,False,False,False,0,0,HOLD,98798.5244459227
2022-01-03 00:00:00,85.05390218479543,84.9428665932015,84.10377517394035,84.96869100362414,1000.0,51.69987416498522,49.769701950119945,55.56021859471578,35.84263127998359,-59.24393427752247,False,False,False,False,False,False,0,0,HOLD,98031.5594134749
2022-01-03 01:00:00,87.85997769455976,87.01661689940828,86.4853778745432,87.5706670719216,1000.0,72.25867265639417,57.266025518878024,102.24396693142646,49.654166248175656,1.2715475467690385,False,False,False,False,False,False,0,0,HOLD,101033.55660230841
2022-01-03 02:00:00,87.53856043807438,88.52962526570319,87.54216787118615,87.86446626349975,1000.0,77.33287711862612,63.95497605212739,104.08867925162355,50.9384720800386,-12.518713956910002,False,False,False,False,False,False,0,0,HOLD,101372.52372731207
2022-01-03 03:00:00,86.6249521055758,86.69649826945124,85.02241427689742,86.45544703473394,1000.0,71.87613514942001,66.59536241789161,82.43768061247681,45.008526361992814,-39.03734878899223,False,False,False,False,False,True,0,1,HOLD,99746.88549977256
2022-01-03 04:00:00,86.74572974957532,86.97824625264012,86.08356388579244,86.25303313516558,1000.0,66.9684545476415,66.71972646114158,67.46591072064135,44.21226496187791,-42.846906655915525,False,False,False,False,False,False,0,0,HOLD,99513.3530069535
2022-01-03 05:00:00,86.17487619465591,87.76804282282163,86.34896701075047,87.06498053867942,1000.0,68.79045571136187,67.40996954454835,71.55142804498894,48.17311351959828,-27.5655419611974,False,False,False,False,False,False,0,0,HOLD,100450.12711972393
2022-01-03 06:00:00,87.09222495291488,87.24133977665689,86.44120033869054,86.62391968238585,1000.0,64.84079686686925,66.55357865198866,61.41523329663045,46.25207517697369,-35.86658679294171,False,True,False,False,False,False,0,1,HOLD,99941.25869974488
2022-01-03 07:00:00,87.47298280102775,87.89879405794052,87.58082085809815,87.79977340557734,1000.0,71.06364480850092,68.05693403749275,77.07706635051727,51.77356118427508,-13.736274541225697,True,False,False,False,False,False,1,0,HOLD,101297.8851555024
2022-01-03 08:00:00,88.27294815534813,89.11676159098651,86.35783543208689,87.82300768271622,1000.0,72.10641408826953,69.40676072108502,77.50572082263855,51.87875535556707,-21.926346291012436,False,False,False,False,False,True,0,1,HOLD,101324.6914107579
2022-01-03 09:00:00,88.31472619420558,89.12561260405255,87.00640013265318,87.59715482586442,1000.0,68.9874761520295,69.26699919806651,68.42843005995547,50.720586567035056,-25.865272745743088,False,True,False,False,False,False,0,1,HOLD,101064.11651553884
2022-01-03 10:00:00,89.57382879186883,90.27168135919482,89.52383731068477,89.89328964230846,1000.0,76.92216156788326,71.81871998800543,87.12904472763893,60.39973016116439,-5.3631706281713125,True,False,False,False,False,False,1,0,HOLD,103713.25320366296
2022-01-03 11:00:00,89.15178112886174,90.3310133851817,88.55398512381542,89.49994465816499,1000.0,79.39639372194318,74.34461123265135,89.49995870052686,58.28765719049243,-13.345703164469853,False,False,False,False,False,False,0,0,HOLD,103259.43637151465
2022-01-03 12:00:00,89.53894389691874,89.58554295147223,88.84922242792364,89.54003458520354,1000.0,80.05678196785716,76.24866814438661,87.67300961479827,58.44714266905359,-12.701919745904286,False,False,False,False,False,False,0,0,HOLD,103305.68962101091
2022-01-03 13:00:00,88.81504966891936,89.48203604384823,88.70490810777135,88.65823282201983,1000.0,72.70183353221758,75.06638994033028,67.97272071599218,53.593282090318155,-26.862318517736966,False,True,False,False,False,True,0,2,SELL,102237.1777576968
2022-01-03 14:00:00,89.1752151966328,90.64132980304753,88.1699554195164,89.70485043196432,1000.0,74.51371913133806,74.88216633733288,73.77682471934844,58.04668560913324,-16.666550097165345,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-03 15:00:00,87.49742184790269,89.39585202261473,86.84429129490643,87.76159077898086,1000.0,60.59956818476468,70.12130028647681,41.556103981340414,48.701624947055535,-51.25079760791079,False,False,False,False,False,True,0,1,HOLD,102237.1777576968
2022-01-03 16:00:00,87.39968280525345,88.48007953458423,86.32620695938294,86.99948488409318,1000.0,45.60062952539853,61.94774336611739,12.906401843960822,45.60100669878121,-64.81401797206978,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-03 17:00:00,87.63385736164716,87.55407209112919,86.27823547309852,86.89231883830567,1000.0,35.09191703821713,52.99580125681731,-0.7158513989832187,45.16555621372746,-82.25545218433905,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-03 18:00:00,89.04002099358024,88.79762326668234,88.12786551055903,88.24755663861777,1000.0,38.43990579584661,48.14383610316042,19.032045181219004,51.47605173420011,-54.864116688894434,False,False,False,False,True,False,1,0,HOLD,102237.1777576968
2022-01-03 19:00:00,89.71018003785106,89.56667966098792,89.0061377123655,89.82172804540345,1000.0,52.698312643160236,49.66199494982703,58.77094802982663,57.58234762975759,-18.784873662212537,True,False,False,False,False,False,1,0,HOLD,102237.1777576968
2022-01-03 20:00:00,88.24281984223965,88.54091370456118,87.31360471262155,88.60123734527046,1000.0,52.87956612570639,50.73451867512016,57.169661026878856,52.10730546241348,-46.75792690920132,False,False,False,False,False,True,0,1,HOLD,102237.1777576968
2022-01-03 21:00:00,87.8429102754696,87.50501170531203,86.28542709958653,87.45422991768946,1000.0,44.23745098755236,48.56882944593089,35.57469407079529,47.5331479329209,-73.0467792887557,False,True,False,False,False,False,0,1,HOLD,102237.1777576968
2022-01-03 22:00:00,88.45395081885327,88.32293650542407,87.40531427709078,87.56974606896786,1000.0,39.35856556366872,45.498741485176836,27.078213720652485,48.027963551797875,-70.39920528409857,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-03 23:00:00,86.7494246513375,87.07038792833333,85.35491403716094,85.82201418854982,1000.0,29.935831811045936,40.31110492713321,9.185285578871387,41.63076839877904,-91.16414273725708,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 00:00:00,86.08378004728192,85.89133768770351,84.37371090546006,85.29240896373489,1000.0,25.854285112584417,35.49216498895028,6.578525359852691,39.89659165070778,-85.34215188756208,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 01:00:00,85.53628534753169,85.9014990861195,85.4504650139275,85.5128183109065,1000.0,24.548047441383723,31.844125806428096,9.955890711294984,40.99814871800539,-81.82551581295245,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 02:00:00,86.97382480241282,88.23437693361237,86.39442125129351,86.16149641574495,1000.0,27.841045472073986,30.50976569497673,22.503605026268502,44.237330852217404,-71.47584211010268,False,False,False,False,True,False,1,0,HOLD,102237.1777576968
2022-01-04 03:00:00,87.66151415992888,88.15948305087288,87.08394043632192,87.6349496894788,1000.0,39.49437954043388,33.50463697679578,51.47386466771009,50.839381881989844,-47.96686210015003,True,False,False,False,False,False,1,0,HOLD,102237.1777576968
2022-01-04 04:00:00,87.41349191910975,87.85883193204916,85.80274056745532,87.55125399742244,1000.0,51.746660635690375,39.585311529760645,76.06935884754984,50.473826674187336,-38.81066415853325,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 05:00:00,87.03418877922378,87.17521560216781,86.53550978966896,86.89499366853067,1000.0,55.77859366515811,44.9830722415598,77.36963651235475,47.5846297827871,-51.448143022490974,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 06:00:00,86.4208934239679,87.9481676738158,86.56790651514362,86.91842199364423,1000.0,58.66429517132143,49.54347988481368,76.90592574433691,47.69972695050202,-50.9969882742823,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 07:00:00,87.44593998810058,89.33432248018522,87.60434445464321,87.91241547640433,1000.0,62.88821491035479,53.99172489332739,80.68119494440958,52.468578067217265,-31.855847059018714,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 08:00:00,87.62069795622523,88.75535532147745,86.88002899158558,87.3079056367469,1000.0,61.642096134468886,56.54184864037455,71.84259112265755,49.51177227231916,-43.4967767105585,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 09:00:00,86.8052752172613,88.58076699124659,87.30090471924971,87.36128250038145,1000.0,57.49438413404165,56.85936047159693,58.764431458931114,49.7808804904244,-39.774127647014694,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 10:00:00,88.02546172284659,88.23881104925911,86.72270533250304,88.46150154092928,1000.0,63.42467937742754,59.0478001068738,72.17843791853501,55.09402636750682,-17.5950268652974,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 11:00:00,87.90932219006845,88.37193612836921,87.53246881663127,88.31986949228275,1000.0,66.04139549858891,61.37899857077884,75.36618935420906,54.297627626777604,-20.45015967529523,False,False,False,False,False,True,0,1,HOLD,102237.1777576968
2022-01-04 12:00:00,87.06999360541617,88.65732152905358,86.65423243214154,87.5578386706336,1000.0,60.5933376647543,61.117111602103996,59.54578979005491,50.10128803072514,-35.81179019544672,False,True,False,False,False,False,0,1,HOLD,102237.1777576968
2022-01-04 13:00:00,86.93142353054155,88.08928097748249,86.3296250543737,87.13800709471673,1000.0,49.363538972575654,57.19925405892789,33.692108799871164,47.904668424002196,-44.27509294738883,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 14:00:00,87.02137802953793,87.91861951456156,85.34021956408347,86.54500067953737,1000.0,42.96369191264046,52.454066676832085,23.98294238425723,44.90955229369935,-69.83600220722992,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 15:00:00,86.29939428831472,87.25807047473208,85.87920495349677,86.86612192741366,1000.0,41.37708859427375,48.76174064931264,26.607784484195975,46.8475508224153,-61.796118042459675,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 16:00:00,88.12424786960625,88.28352735922095,86.3332789065146,87.65052482573071,1000.0,50.134393109944156,49.21929146952315,51.964596390786184,51.34967735092406,-42.15709233896998,True,False,False,False,False,False,1,0,HOLD,102237.1777576968
2022-01-04 17:00:00,88.88893606908312,88.26145489900148,86.86609820081095,87.95976703715226,1000.0,59.74658415496295,52.72838903133642,73.78297440221601,53.03848721862386,-34.41462255495729,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 18:00:00,87.66372864003638,89.49312901312243,87.68920125886254,88.46450313955454,1000.0,64.90812246533483,56.78830017600256,81.14776704399937,55.73911897571328,-24.768800913921407,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 19:00:00,89.25918931934663,89.03810299537301,88.61455078457512,88.53487418692785,1000.0,68.913981312905,60.83019388830338,85.08155616210824,56.11801831864634,-23.074300991954683,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 20:00:00,88.71097686159858,88.8153511813701,87.61403994585157,88.16053773994518,1000.0,68.57994187780896,63.41344321813858,78.91293919714974,53.494605886192765,-32.088136992383106,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 21:00:00,89.7840919791587,90.68706450235383,88.81813463682727,89.03654186112824,1000.0,68.76359626603538,65.19682756743751,75.8971336632311,58.39608508754463,-30.8690949575118,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 22:00:00,90.01514351492698,90.87836608119262,88.87031698106556,89.744798391525,1000.0,72.35294463949549,67.58219992479017,81.89443406890612,61.89309330738088,-20.46835861358427,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-04 23:00:00,89.96707974366544,91.45591779146348,89.06087870008977,90.23348324373933,1000.0,74.26184896577784,69.8087496051194,83.16804768709471,64.13324541415412,-19.988470690906617,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 00:00:00,88.7569046434353,89.7272193851453,88.24550011047195,88.96300831242637,1000.0,66.61971391085623,68.74573770703168,62.36766631850534,55.06951518868004,-40.762467119066514,False,True,False,False,False,True,0,2,SELL,102237.1777576968
2022-01-05 01:00:00,89.03986482076562,89.71841175433752,88.57468969774956,89.20659281321599,1000.0,61.410866709303235,66.30078070778887,51.63103871233196,56.34343345222316,-36.77952859376299,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 02:00:00,87.41036859889228,87.86175265144908,86.93015959135926,88.2874834198701,1000.0,50.937604959792964,61.179722125123575,30.45337062913174,50.52256135792291,-51.80821966342752,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 03:00:00,85.66759590962562,86.99893205755599,84.97057722337512,85.53755822112663,1000.0,36.87257047990933,53.0773382433855,4.463034952956988,37.90490882332993,-91.25749847985796,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 04:00:00,84.85179405829581,86.90130017390045,84.76450457024944,85.14315874927087,1000.0,26.467982749218933,44.20755307866331,-9.01115790966982,36.497075012233694,-94.34119271216187,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 05:00:00,84.14430516719135,85.00438582468473,84.23733018129909,85.06104104308143,1000.0,21.44897847714237,36.621361544823,-8.895787658218893,36.195637474968414,-88.58903006701075,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 06:00:00,84.98766022932381,86.06915577235216,84.24321417541108,85.32516242048726,1000.0,19.322611157394782,30.855111415680263,-3.7423893591761797,37.97019910617907,-84.93012348210038,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 07:00:00,87.00302045410959,87.69494882393306,86.56055734747589,87.16694905345751,1000.0,26.40986672628824,29.373363185882923,20.48287380709887,48.687477755748425,-59.41562213592485,False,False,False,False,True,False,1,0,HOLD,102237.1777576968
2022-01-05 08:00:00,86.38286427513266,86.7655636227388,85.78222988957577,85.53367123871791,1000.0,25.477659906095464,28.074795425953774,20.283388866378843,41.791749793194086,-82.04162465807758,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 09:00:00,84.88003457904385,86.44295484429522,84.43978413950522,85.39585437622996,1000.0,24.03070018806042,26.726763679989325,18.6385732042026,41.26071065966694,-83.95081894829987,False,False,False,False,False,False,0,0,HOLD,102237.1777576968
2022-01-05 10:00:00,85.55760141193018,85.98257817280428,85.61148971605233,86.11630397808185,1000.0,33.30113989474473,28.91822241824113,42.066974847751936,45.18213650451521,-73.97034020703714,True,False,False,False,True,False,2,0,BUY,102186.05916881796
2022-01-05 11:00:00,86.17198694871068,87.11395626669902,86.00656753012291,86.40124541348848,1000.0,43.06208536643099,33.63284340097108,61.920569297350795,46.697780820458156,-70.0230107460022,False,False,False,False,False,False,0,0,HOLD,102524.17217452152
2022-01-05 12:00:00,86.26076386980365,86.62712689991673,85.41077074925268,86.8693801751497,1000.0,54.08245728964497,40.449381363862386,81.34860914121015,49.183651934986266,-63.53788114804533,False,False,False,False,False,False,0,0,HOLD,103079.66334453583
2022-01-05 13:00:00,85.83730594498596,87.16925968465985,85.53426156691935,85.52505380193116,1000.0,48.469330981363065,43.12269790302928,59.162597138030634,42.98410794021378,-76.543722963846,False,False,False,False,False,False,0,0,HOLD,101484.47860053109
2022-01-05 14:00:00,87.17756841937071,87.60788250034207,86.36805466097097,87.07563495889924,1000.0,59.66551889028494,48.63697156544784,81.72261353995916,50.70267673304263,-48.21633760092457,False,False,False,False,False,False,0,0,HOLD,103324.40635558571
2022-01-05 15:00:00,87.33087975930866,88.67058388770695,86.73145397455306,87.10337690193168,1000.0,60.76274358964367,52.67889557351312,76.93043962190478,50.83092748753662,-35.351168454672816,False,False,False,False,False,False,0,0,HOLD,103357.32509107733
2022-01-05 16:00:00,86.3573200379674,87.70582184097078,85.54768460214791,86.87973094103678,1000.0,59.73218034672375,55.029990497916664,69.13656004433794,49.70820217811642,-40.395904797455074,False,False,False,False,False,False,0,0,HOLD,103091.94561777005
2022-01-05 17:00:00,86.30674832430951,86.84479555676263,85.25726390443756,86.27128627001461,1000.0,54.251366264304465,54.7704490867126,53.21320061948819,46.68695835487804,-54.12046719149803,False,True,False,False,False,False,0,1,HOLD,102369.96197144626
2022-01-05 18:00:00,86.64981408354764,86.8591572317499,84.90550896385732,86.77887822366489,1000.0,52.75307534333179,54.097991172252335,50.063243685490704,49.44740582420293,-42.670818981277215,False,False,False,False,False,False,0,0,HOLD,102972.27325297229
